Mod:Item:MetaData, Localized Name
mekanism:plasticfence:1, §cVermelho Barreira de Plástico
mekanism:plasticfence:2, §2Verde Barreira de Plástico
mekanism:plasticfence:3, §6Marrom Barreira de Plástico
mekanism:plasticfence:4, §1Azul Barreira de Plástico
mekanism:plasticfence:5, §5Lilás Barreira de Plástico
mekanism:plasticfence:6, §3Ciano Barreira de Plástico
mekanism:plasticfence:7, §7Cinza Claro Barreira de Plástico
mekanism:plasticfence:8, §8Cinza Barreira de Plástico
mekanism:plasticfence:9, §dRosa Barreira de Plástico
mekanism:plasticfence:10, §aVerde Limão Barreira de Plástico
mekanism:plasticfence:11, §eAmarelo Barreira de Plástico
mekanism:plasticfence:12, §9Azul Claro Barreira de Plástico
mekanism:plasticfence:13, §dMagenta Barreira de Plástico
mekanism:plasticfence:14, §6Laranja Barreira de Plástico
mekanism:plasticfence:15, §fBranco Barreira de Plástico
mekanism:saltblock, Bloco de Sal
cfm:coffee_table_oak, Oak Coffee Table
cfm:coffee_table_spruce, Spruce Coffee Table
cfm:coffee_table_birch, Birch Coffee Table
cfm:coffee_table_jungle, Jungle Coffee Table
cfm:coffee_table_acacia, Acacia Coffee Table
cfm:coffee_table_dark_oak, Dark Oak Coffee Table
cfm:coffee_table_stone, Stone Coffee Table
cfm:coffee_table_granite, Granite Coffee Table
cfm:coffee_table_diorite, Diorite Coffee Table
cfm:coffee_table_andesite, Andesite Coffee Table
cfm:table_oak, Oak Table
cfm:table_spruce, Spruce Table
cfm:table_birch, Birch Table
cfm:table_jungle, Jungle Table
cfm:table_acacia, Acacia Table
cfm:table_dark_oak, Dark Oak Table
cfm:table_stone, Stone Table
cfm:table_granite, Granite Table
cfm:table_diorite, Diorite Table
cfm:table_andesite, Andesite Table
cfm:chair_oak, Oak Chair
cfm:chair_spruce, Spruce Chair
cfm:chair_birch, Birch Chair
cfm:chair_jungle, Jungle Chair
cfm:chair_acacia, Acacia Chair
cfm:chair_dark_oak, Dark Oak Chair
cfm:chair_stone, Stone Chair
cfm:chair_granite, Granite Chair
cfm:chair_diorite, Diorite Chair
cfm:chair_andesite, Andesite Chair
cfm:freezer, Fridge
cfm:cabinet_oak, Oak Cabinet
cfm:cabinet_spruce, Spruce Cabinet
cfm:cabinet_birch, Birch Cabinet
cfm:cabinet_jungle, Jungle Cabinet
cfm:cabinet_acacia, Acacia Cabinet
cfm:cabinet_dark_oak, Dark Oak Cabinet
cfm:cabinet_stone, Stone Cabinet
cfm:cabinet_granite, Granite Cabinet
cfm:cabinet_diorite, Diorite Cabinet
cfm:cabinet_andesite, Andesite Cabinet
cfm:couch:0, White Couch
cfm:couch:1, Orange Couch
cfm:couch:2, Magenta Couch
cfm:couch:3, Light Blue Couch
cfm:couch:4, Yellow Couch
cfm:couch:5, Lime Couch
cfm:couch:6, Pink Couch
cfm:couch:7, Gray Couch
cfm:couch:8, Light Gray Couch
cfm:couch:9, Cyan Couch
cfm:couch:10, Purple Couch
cfm:couch:11, Blue Couch
cfm:couch:12, Brown Couch
cfm:couch:13, Green Couch
cfm:couch:14, Red Couch
cfm:couch:15, Black Couch
cfm:couch_jeb, Rave Couch
cfm:lamp_off:0, White Lamp
cfm:lamp_off:1, Orange Lamp
cfm:lamp_off:2, Magenta Lamp
cfm:lamp_off:3, Light Blue Lamp
cfm:lamp_off:4, Yellow Lamp
cfm:lamp_off:5, Lime Lamp
cfm:lamp_off:6, Pink Lamp
cfm:lamp_off:7, Gray Lamp
cfm:lamp_off:8, Light Gray Lamp
cfm:lamp_off:9, Cyan Lamp
cfm:lamp_off:10, Purple Lamp
cfm:lamp_off:11, Blue Lamp
cfm:lamp_off:12, Brown Lamp
cfm:lamp_off:13, Green Lamp
cfm:lamp_off:14, Red Lamp
cfm:lamp_off:15, Black Lamp
cfm:blinds_open, Oak Blinds
cfm:blinds_spruce_open, Spruce Blinds
cfm:blinds_birch_open, Birch Blinds
cfm:blinds_jungle_open, Jungle Blinds
cfm:blinds_acacia_open, Acacia Blinds
cfm:blinds_dark_oak_open, Dark Oak Blinds
cfm:curtains_open:0, White Curtains
cfm:curtains_open:1, Orange Curtains
cfm:curtains_open:2, Magenta Curtains
cfm:curtains_open:3, Light Blue Curtains
cfm:curtains_open:4, Yellow Curtains
cfm:curtains_open:5, Lime Curtains
cfm:curtains_open:6, Pink Curtains
cfm:curtains_open:7, Gray Curtains
cfm:curtains_open:8, Light Gray Curtains
cfm:curtains_open:9, Cyan Curtains
cfm:curtains_open:10, Purple Curtains
cfm:curtains_open:11, Blue Curtains
cfm:curtains_open:12, Brown Curtains
cfm:curtains_open:13, Green Curtains
cfm:curtains_open:14, Red Curtains
cfm:curtains_open:15, Black Curtains
cfm:bedside_cabinet_oak, Oak Bedside Cabinet
cfm:bedside_cabinet_spruce, Spruce Bedside Cabinet
cfm:bedside_cabinet_birch, Birch Bedside Cabinet
cfm:bedside_cabinet_jungle, Jungle Bedside Cabinet
cfm:bedside_cabinet_acacia, Acacia Bedside Cabinet
cfm:bedside_cabinet_dark_oak, Dark Oak Bedside Cabinet
cfm:bedside_cabinet_stone, Stone Bedside Cabinet
cfm:bedside_cabinet_granite, Granite Bedside Cabinet
cfm:bedside_cabinet_diorite, Diorite Bedside Cabinet
cfm:bedside_cabinet_andesite, Andesite Bedside Cabinet
cfm:oven, Oven
cfm:range_hood, Oven Rangehood
cfm:hedge_oak, Oak Hedge
cfm:hedge_spruce, Spruce Hedge
cfm:hedge_birch, Birch Hedge
cfm:hedge_jungle, Jungle Hedge
cfm:hedge_acacia, Acacia Hedge
cfm:hedge_dark_oak, Dark Oak Hedge
cfm:bird_bath, Bird Bath
cfm:stone_path, Stone Path
cfm:white_fence, White Fence
cfm:white_gate, White Gate
cfm:tap, Tap
cfm:mail_box, Oak Mail Box
cfm:mail_box_spruce, Spruce Mail Box
cfm:mail_box_birch, Birch Mail Box
cfm:mail_box_jungle, Jungle Mail Box
cfm:mail_box_acacia, Acacia Mail Box
cfm:mail_box_dark_oak, Dark Oak Mail Box
cfm:tv, TV
cfm:computer, Computer
cfm:printer, Printer
cfm:electric_fence, Electric Fence
cfm:door_bell, Oak Door Bell
cfm:door_bell_spruce, Spruce Door Bell
cfm:door_bell_birch, Birch Door Bell
cfm:door_bell_jungle, Jungle Door Bell
cfm:door_bell_acacia, Acacia Door Bell
cfm:door_bell_dark_oak, Dark Oak Door Bell
cfm:fire_alarm_off, Fire Alarm
cfm:fire_alarm_on, Fire Alarm (On)
cfm:ceiling_light_off, Ceiling Light
cfm:stereo, Stereo
cfm:toilet, Toilet
cfm:basin, Basin
cfm:wall_cabinet, Wall Cabinet
cfm:bath_bottom, Bath
cfm:shower_bottom, Shower
cfm:shower_head_off, Shower Head
cfm:bin, Bin
cfm:present:0, White Present
cfm:present:1, Orange Present
cfm:present:2, Magenta Present
cfm:present:3, Light Blue Present
cfm:present:4, Yellow Present
cfm:present:5, Lime Present
cfm:present:6, Pink Present
cfm:present:7, Gray Present
cfm:present:8, Light Gray Present
cfm:present:9, Cyan Present
cfm:present:10, Purple Present
cfm:present:11, Blue Present
cfm:present:12, Brown Present
cfm:present:13, Green Present
cfm:present:14, Red Present
cfm:present:15, Black Present
cfm:tree_bottom, Christmas Tree
cfm:toaster, Toaster
cfm:microwave, Microwave
cfm:washing_machine, Washing Machine
cfm:cookie_jar, Cookie Jar
cfm:blender, Blender
cfm:plate, Plate
cfm:counter:0, White Kitchen Counter
cfm:counter:1, Orange Kitchen Counter
cfm:counter:2, Magenta Kitchen Counter
cfm:counter:3, Light Blue Kitchen Counter
cfm:counter:4, Yellow Kitchen Counter
cfm:counter:5, Lime Kitchen Counter
cfm:counter:6, Pink Kitchen Counter
cfm:counter:7, Gray Kitchen Counter
cfm:counter:8, Light Gray Kitchen Counter
cfm:counter:9, Cyan Kitchen Counter
cfm:counter:10, Purple Kitchen Counter
cfm:counter:11, Blue Kitchen Counter
cfm:counter:12, Brown Kitchen Counter
cfm:counter:13, Green Kitchen Counter
cfm:counter:14, Red Kitchen Counter
cfm:counter:15, Black Kitchen Counter
cfm:counter_sink:0, White Kitchen Counter (Sink)
cfm:counter_sink:1, Orange Kitchen Counter (Sink)
cfm:counter_sink:2, Magenta Kitchen Counter (Sink)
cfm:counter_sink:3, Light Blue Kitchen Counter (Sink)
cfm:counter_sink:4, Yellow Kitchen Counter (Sink)
cfm:counter_sink:5, Lime Kitchen Counter (Sink)
cfm:counter_sink:6, Pink Kitchen Counter (Sink)
cfm:counter_sink:7, Gray Kitchen Counter (Sink)
cfm:counter_sink:8, Light Gray Kitchen Counter (Sink)
cfm:counter_sink:9, Cyan Kitchen Counter (Sink)
cfm:counter_sink:10, Purple Kitchen Counter (Sink)
cfm:counter_sink:11, Blue Kitchen Counter (Sink)
cfm:counter_sink:12, Brown Kitchen Counter (Sink)
cfm:counter_sink:13, Green Kitchen Counter (Sink)
cfm:counter_sink:14, Red Kitchen Counter (Sink)
cfm:counter_sink:15, Black Kitchen Counter (Sink)
cfm:counter_drawer:0, White Kitchen Counter Drawer
cfm:counter_drawer:1, Orange Kitchen Counter Drawer
cfm:counter_drawer:2, Magenta Kitchen Counter Drawer
cfm:counter_drawer:3, Light Blue Kitchen Counter Drawer
cfm:counter_drawer:4, Yellow Kitchen Counter Drawer
cfm:counter_drawer:5, Lime Kitchen Counter Drawer
cfm:counter_drawer:6, Pink Kitchen Counter Drawer
cfm:counter_drawer:7, Gray Kitchen Counter Drawer
cfm:counter_drawer:8, Light Gray Kitchen Counter Drawer
cfm:counter_drawer:9, Cyan Kitchen Counter Drawer
cfm:counter_drawer:10, Purple Kitchen Counter Drawer
cfm:counter_drawer:11, Blue Kitchen Counter Drawer
cfm:counter_drawer:12, Brown Kitchen Counter Drawer
cfm:counter_drawer:13, Green Kitchen Counter Drawer
cfm:counter_drawer:14, Red Kitchen Counter Drawer
cfm:counter_drawer:15, Black Kitchen Counter Drawer
cfm:dishwasher, Dishwasher
cfm:cabinet_kitchen:0, White Kitchen Cabinet
cfm:cabinet_kitchen:1, Orange Kitchen Cabinet
cfm:cabinet_kitchen:2, Magenta Kitchen Cabinet
cfm:cabinet_kitchen:3, Light Blue Kitchen Cabinet
cfm:cabinet_kitchen:4, Yellow Kitchen Cabinet
cfm:cabinet_kitchen:5, Lime Kitchen Cabinet
cfm:cabinet_kitchen:6, Pink Kitchen Cabinet
cfm:cabinet_kitchen:7, Gray Kitchen Cabinet
cfm:cabinet_kitchen:8, Light Gray Kitchen Cabinet
cfm:cabinet_kitchen:9, Cyan Kitchen Cabinet
cfm:cabinet_kitchen:10, Purple Kitchen Cabinet
cfm:cabinet_kitchen:11, Blue Kitchen Cabinet
cfm:cabinet_kitchen:12, Brown Kitchen Cabinet
cfm:cabinet_kitchen:13, Green Kitchen Cabinet
cfm:cabinet_kitchen:14, Red Kitchen Cabinet
cfm:cabinet_kitchen:15, Black Kitchen Cabinet
cfm:chopping_board, Chopping Board
cfm:bar_stool:0, White Bar Stool
cfm:bar_stool:1, Orange Bar Stool
cfm:bar_stool:2, Magenta Bar Stool
cfm:bar_stool:3, Light Blue Bar Stool
cfm:bar_stool:4, Yellow Bar Stool
cfm:bar_stool:5, Lime Bar Stool
cfm:bar_stool:6, Pink Bar Stool
cfm:bar_stool:7, Gray Bar Stool
cfm:bar_stool:8, Light Gray Bar Stool
cfm:bar_stool:9, Cyan Bar Stool
cfm:bar_stool:10, Purple Bar Stool
cfm:bar_stool:11, Blue Bar Stool
cfm:bar_stool:12, Brown Bar Stool
cfm:bar_stool:13, Green Bar Stool
cfm:bar_stool:14, Red Bar Stool
cfm:bar_stool:15, Black Bar Stool
cfm:mirror, Mirror
cfm:mantel_piece, Mantelpiece
cfm:grand_chair_bottom, Grand Chair
cfm:candle, Candle
cfm:chimney, Chimney
cfm:wreath, Wreath
cfm:fairy_light, Fairy Light
cfm:fire_pit_on, Fire Pit
cfm:trampoline, Trampoline
cfm:crate, Oak Crate
cfm:crate_spruce, Spruce Crate
cfm:crate_birch, Birch Crate
cfm:crate_jungle, Jungle Crate
cfm:crate_acacia, Acacia Crate
cfm:crate_dark_oak, Dark Oak Crate
cfm:bench, Outdoor Bench
cfm:table_outdoor, Outdoor Table
cfm:grill, Grill
cfm:divingboard_base, Divingboard
cfm:door_mat:0, White Door Mat
cfm:door_mat:1, Orange Door Mat
cfm:door_mat:2, Magenta Door Mat
cfm:door_mat:3, Light Blue Door Mat
cfm:door_mat:4, Yellow Door Mat
cfm:door_mat:5, Lime Door Mat
cfm:door_mat:6, Pink Door Mat
cfm:door_mat:7, Gray Door Mat
cfm:door_mat:8, Light Gray Door Mat
cfm:door_mat:9, Cyan Door Mat
cfm:door_mat:10, Purple Door Mat
cfm:door_mat:11, Blue Door Mat
cfm:door_mat:12, Brown Door Mat
cfm:door_mat:13, Green Door Mat
cfm:door_mat:14, Red Door Mat
cfm:door_mat:15, Black Door Mat
cfm:esky:0, White Cooler
cfm:esky:1, Orange Cooler
cfm:esky:2, Magenta Cooler
cfm:esky:3, Light Blue Cooler
cfm:esky:4, Yellow Cooler
cfm:esky:5, Lime Cooler
cfm:esky:6, Pink Cooler
cfm:esky:7, Gray Cooler
cfm:esky:8, Light Gray Cooler
cfm:esky:9, Cyan Cooler
cfm:esky:10, Purple Cooler
cfm:esky:11, Blue Cooler
cfm:esky:12, Brown Cooler
cfm:esky:13, Green Cooler
cfm:esky:14, Red Cooler
cfm:esky:15, Black Cooler
cfm:modern_window, Modern Window
cfm:modern_sliding_door, Modern Sliding Door
cfm:light_switch_off, Light Switch
cfm:ceiling_fan, Ceiling Fan
cfm:desk_oak, Oak Desk
cfm:desk_spruce, Spruce Desk
cfm:desk_birch, Birch Desk
cfm:desk_jungle, Jungle Desk
cfm:desk_acacia, Acacia Desk
cfm:desk_dark_oak, Dark Oak Desk
cfm:desk_stone, Stone Desk
cfm:desk_granite, Granite Desk
cfm:desk_diorite, Diorite Desk
cfm:desk_andesite, Andesite Desk
cfm:desk_cabinet_oak, Oak Desk Cabinet
cfm:desk_cabinet_spruce, Spruce Desk Cabinet
cfm:desk_cabinet_birch, Birch Desk Cabinet
cfm:desk_cabinet_jungle, Jungle Desk Cabinet
cfm:desk_cabinet_acacia, Acacia Desk Cabinet
cfm:desk_cabinet_dark_oak, Dark Oak Desk Cabinet
cfm:desk_cabinet_stone, Stone Desk Cabinet
cfm:desk_cabinet_granite, Granite Desk Cabinet
cfm:desk_cabinet_diorite, Diorite Desk Cabinet
cfm:desk_cabinet_andesite, Andesite Desk Cabinet
cfm:digital_clock:0, Digital Clock
cfm:digital_clock:1, Digital Clock
cfm:digital_clock:2, Digital Clock
cfm:digital_clock:3, Digital Clock
cfm:digital_clock:4, Digital Clock
cfm:digital_clock:5, Digital Clock
cfm:digital_clock:6, Digital Clock
cfm:digital_clock:7, Digital Clock
cfm:digital_clock:8, Digital Clock
cfm:digital_clock:9, Digital Clock
cfm:digital_clock:10, Digital Clock
cfm:digital_clock:11, Digital Clock
cfm:digital_clock:12, Digital Clock
cfm:digital_clock:13, Digital Clock
cfm:digital_clock:14, Digital Clock
cfm:digital_clock:15, Digital Clock
cfm:modern_tv, Modern TV
cfm:photo_frame:0, White Photo Frame
cfm:photo_frame:1, Orange Photo Frame
cfm:photo_frame:2, Magenta Photo Frame
cfm:photo_frame:3, Light Blue Photo Frame
cfm:photo_frame:4, Yellow Photo Frame
cfm:photo_frame:5, Lime Photo Frame
cfm:photo_frame:6, Pink Photo Frame
cfm:photo_frame:7, Gray Photo Frame
cfm:photo_frame:8, Light Gray Photo Frame
cfm:photo_frame:9, Cyan Photo Frame
cfm:photo_frame:10, Purple Photo Frame
cfm:photo_frame:11, Blue Photo Frame
cfm:photo_frame:12, Brown Photo Frame
cfm:photo_frame:13, Green Photo Frame
cfm:photo_frame:14, Red Photo Frame
cfm:photo_frame:15, Black Photo Frame
cfm:modern_couch:0, White Modern Couch
cfm:modern_couch:1, Orange Modern Couch
cfm:modern_couch:2, Magenta Modern Couch
cfm:modern_couch:3, Light Blue Modern Couch
cfm:modern_couch:4, Yellow Modern Couch
cfm:modern_couch:5, Lime Modern Couch
cfm:modern_couch:6, Pink Modern Couch
cfm:modern_couch:7, Gray Modern Couch
cfm:modern_couch:8, Light Gray Modern Couch
cfm:modern_couch:9, Cyan Modern Couch
cfm:modern_couch:10, Purple Modern Couch
cfm:modern_couch:11, Blue Modern Couch
cfm:modern_couch:12, Brown Modern Couch
cfm:modern_couch:13, Green Modern Couch
cfm:modern_couch:14, Red Modern Couch
cfm:modern_couch:15, Black Modern Couch
cfm:modern_table, Modern Table
cfm:modern_chair, Modern Chair
cfm:modern_coffee_table, Modern Coffee Table
cfm:modern_table_outdoor, Modern Outdoor Table
cfm:modern_stair, Modern Stairs
cfm:modern_bed_bottom:0, White Modern Bed
cfm:modern_bed_bottom:1, Orange Modern Bed
cfm:modern_bed_bottom:2, Magenta Modern Bed
cfm:modern_bed_bottom:3, Light Blue Modern Bed
cfm:modern_bed_bottom:4, Yellow Modern Bed
cfm:modern_bed_bottom:5, Lime Modern Bed
cfm:modern_bed_bottom:6, Pink Modern Bed
cfm:modern_bed_bottom:7, Gray Modern Bed
cfm:modern_bed_bottom:8, Light Gray Modern Bed
cfm:modern_bed_bottom:9, Cyan Modern Bed
cfm:modern_bed_bottom:10, Purple Modern Bed
cfm:modern_bed_bottom:11, Blue Modern Bed
cfm:modern_bed_bottom:12, Brown Modern Bed
cfm:modern_bed_bottom:13, Green Modern Bed
cfm:modern_bed_bottom:14, Red Modern Bed
cfm:modern_bed_bottom:15, Black Modern Bed
cfm:tv_stand, Modern TV Stand
cfm:modern_light_off, Modern Light
cfm:upgraded_fence_oak, Oak Upgraded Fence
cfm:upgraded_fence_spruce, Spruce Upgraded Fence
cfm:upgraded_fence_birch, Birch Upgraded Fence
cfm:upgraded_fence_jungle, Jungle Upgraded Fence
cfm:upgraded_fence_acacia, Acacia Upgraded Fence
cfm:upgraded_fence_dark_oak, Dark Oak Upgraded Fence
cfm:upgraded_fence_nether_brick, Nether Brick Upgraded Fence
cfm:upgraded_gate_oak, Oak Upgraded Gate
cfm:upgraded_gate_spruce, Spruce Upgraded Gate
cfm:upgraded_gate_birch, Birch Upgraded Gate
cfm:upgraded_gate_jungle, Jungle Upgraded Gate
cfm:upgraded_gate_acacia, Acacia Upgraded Gate
cfm:upgraded_gate_dark_oak, Dark Oak Upgraded Gate
cfm:park_bench_oak, Oak Park Bench
cfm:park_bench_spruce, Spruce Park Bench
cfm:park_bench_birch, Birch Park Bench
cfm:park_bench_jungle, Jungle Park Bench
cfm:park_bench_acacia, Acacia Park Bench
cfm:park_bench_dark_oak, Dark Oak Park Bench
cfm:item_flesh, Carne
cfm:item_flesh_cooked, Carne Cozida
cfm:item_cool_pack, Pacote de Congelação
cfm:item_hammer, Martelo
cfm:item_envelope, Envelope
cfm:item_envelope_signed, item.item_envelope_signed.name
cfm:item_package, Pacote
cfm:item_package_signed, item.item_package_signed.name
cfm:item_ink_cartridge, Tinteiro
cfm:item_bread_slice, Fatia de Pão
cfm:item_toast, Tosta
cfm:item_knife, Faca
cfm:item_cup, Copo
cfm:item_drink, item.item_drink.name
cfm:item_soap, Sabão
cfm:item_soap_water, Água Ensaboada
cfm:item_super_soap_water, Água Muito Ensaboada
cfm:item_recipe_book, Livro de Receitas
cfm:item_crayfish, item.item_crayfish.name
cfm:item_log, Tronco Cortado
cfm:item_spatula, Spatula
cfm:item_sausage, Sausage
cfm:item_sausage_cooked, Cooked Sausage
cfm:item_kebab, Raw Kebab
cfm:item_kebab_cooked, Cooked Kebab
cfm:item_crow_bar, Crow Bar
cfm:ceiling_fan_fans, item.ceiling_fan_fans.name
cfm:tv_remote, TV Remote
iceandfire:bestiary, Bestiary
iceandfire:manuscript, Manuscript
iceandfire:sapphire_gem, Sapphire
iceandfire:silver_ingot, Silver Ingot
iceandfire:silver_nugget, Silver Nugget
iceandfire:armor_silver_metal_helmet, Silver Helmet
iceandfire:armor_silver_metal_chestplate, Silver Chestplate
iceandfire:armor_silver_metal_leggings, Silver Leggings
iceandfire:armor_silver_metal_boots, Silver Boots
iceandfire:silver_sword, Silver Sword
iceandfire:silver_shovel, Silver Shovel
iceandfire:silver_pickaxe, Silver Pickaxe
iceandfire:silver_axe, Silver Axe
iceandfire:silver_hoe, Silver Hoe
iceandfire:fire_stew, Fire Lily Mixture
iceandfire:frost_stew, Frost Lily Mixture
iceandfire:dragonegg_red:0, Dragon Egg
iceandfire:dragonegg_green:0, Dragon Egg
iceandfire:dragonegg_bronze:0, Dragon Egg
iceandfire:dragonegg_gray:0, Dragon Egg
iceandfire:dragonegg_blue:0, Dragon Egg
iceandfire:dragonegg_white:0, Dragon Egg
iceandfire:dragonegg_sapphire:0, Dragon Egg
iceandfire:dragonegg_silver:0, Dragon Egg
iceandfire:dragonscales_red:0, Dragon Scales
iceandfire:dragonscales_green:0, Dragon Scales
iceandfire:dragonscales_bronze:0, Dragon Scales
iceandfire:dragonscales_gray:0, Dragon Scales
iceandfire:dragonscales_blue:0, Dragon Scales
iceandfire:dragonscales_white:0, Dragon Scales
iceandfire:dragonscales_sapphire:0, Dragon Scales
iceandfire:dragonscales_silver:0, Dragon Scales
iceandfire:dragonbone, Dragon Bone
iceandfire:witherbone, Witherbone
iceandfire:fishing_spear, Fishing Spear
iceandfire:wither_shard, Witherbone Shard
iceandfire:dragonbone_sword, Dragon Bone Sword
iceandfire:dragonbone_shovel, Dragon Bone Shovel
iceandfire:dragonbone_pickaxe, Dragon Bone Pickaxe
iceandfire:dragonbone_axe, Dragon Bone Axe
iceandfire:dragonbone_hoe, Dragon Bone Hoe
iceandfire:dragonbone_sword_fire, Flamed Dragon Bone Sword
iceandfire:dragonbone_sword_ice, Iced Dragon Bone Sword
iceandfire:dragonbone_arrow, Dragon Bone Arrow
iceandfire:dragonbone_bow, Dragon Bone Bow
iceandfire:dragon_skull:0, Dragon Skull
iceandfire:dragon_skull:1, Dragon Skull
iceandfire:dragonarmor_iron:0, Iron Dragon Armor
iceandfire:dragonarmor_iron:1, Iron Dragon Armor
iceandfire:dragonarmor_iron:2, Iron Dragon Armor
iceandfire:dragonarmor_iron:3, Iron Dragon Armor
iceandfire:dragonarmor_gold:0, Gold Dragon Armor
iceandfire:dragonarmor_gold:1, Gold Dragon Armor
iceandfire:dragonarmor_gold:2, Gold Dragon Armor
iceandfire:dragonarmor_gold:3, Gold Dragon Armor
iceandfire:dragonarmor_diamond:0, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:1, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:2, Diamond Dragon Armor
iceandfire:dragonarmor_diamond:3, Diamond Dragon Armor
iceandfire:dragon_meal, Dragon Meal
iceandfire:sickly_dragon_meal, Sickly Dragon Meal
iceandfire:fire_dragon_flesh, Fire Dragon Flesh
iceandfire:ice_dragon_flesh, Ice Dragon Flesh
iceandfire:fire_dragon_heart, Fire Dragon Heart
iceandfire:ice_dragon_heart, Ice Dragon Heart
iceandfire:fire_dragon_blood, Fire Dragon Blood
iceandfire:ice_dragon_blood, Ice Dragon Blood
iceandfire:dragon_stick, Dragon Command Staff
iceandfire:dragon_horn, Dragon Horn
iceandfire:dragon_horn_fire, Dragon Horn
iceandfire:dragon_horn_ice, Dragon Horn
iceandfire:dragon_flute, Dragon Bone Flute
iceandfire:hippogryph_egg:0, Hippogryph Egg
iceandfire:hippogryph_egg:1, Hippogryph Egg
iceandfire:hippogryph_egg:2, Hippogryph Egg
iceandfire:hippogryph_egg:3, Hippogryph Egg
iceandfire:hippogryph_egg:4, Hippogryph Egg
iceandfire:hippogryph_egg:5, Hippogryph Egg
iceandfire:hippogryph_egg:6, Hippogryph Egg
iceandfire:iron_hippogryph_armor, Iron Hippogryph Armor
iceandfire:gold_hippogryph_armor, Gold Hippogryph Armor
iceandfire:diamond_hippogryph_armor, Diamond Hippogryph Armor
iceandfire:gorgon_head, Gorgon Head
iceandfire:stone_statue, Stone Statue
iceandfire:blindfold, Blindfold
iceandfire:pixie_dust, Pixie Dust
iceandfire:ambrosia, Ambrosia
iceandfire:sheep_helmet, Sheep Disguise Helmet
iceandfire:sheep_chestplate, Sheep Disguise Chestplate
iceandfire:sheep_leggings, Sheep Disguise Leggings
iceandfire:sheep_boots, Sheep Disguise Boots
iceandfire:shiny_scales, Shiny Scales
iceandfire:earplugs, Earplugs
iceandfire:deathworm_chitin:0, Tan Death Worm Chitin
iceandfire:deathworm_chitin:1, White Death Worm Chitin
iceandfire:deathworm_chitin:2, Red Death Worm Chitin
iceandfire:deathworm_yellow_helmet, Tan Death Worm Chitin Helmet
iceandfire:deathworm_yellow_chestplate, Tan Death Worm Chitin Chestplate
iceandfire:deathworm_yellow_leggings, Tan Death Worm Chitin Leggings
iceandfire:deathworm_yellow_boots, Tan Death Worm Chitin Boots
iceandfire:deathworm_white_helmet, White Death Worm Chitin Helmet
iceandfire:deathworm_white_chestplate, White Death Worm Chitin Chestplate
iceandfire:deathworm_white_leggings, White Death Worm Chitin Leggings
iceandfire:deathworm_white_boots, White Death Worm Chitin Boots
iceandfire:deathworm_red_helmet, Red Death Worm Chitin Helmet
iceandfire:deathworm_red_chestplate, Red Death Worm Chitin Chestplate
iceandfire:deathworm_red_leggings, Red Death Worm Chitin Leggings
iceandfire:deathworm_red_boots, Red Death Worm Chitin Boots
iceandfire:iceandfire.deathworm_egg:0, Death Worm Egg
iceandfire:iceandfire.deathworm_egg:1, Giant Death Worm Egg
iceandfire:rotten_egg, Rotten Egg
iceandfire:stymphalian_bird_feather, Stymphalian Bird Feather
iceandfire:stymphalian_arrow, Stymphalian Arrow
iceandfire:troll_tusk, Troll Tusk
iceandfire:myrmex_desert_egg:0, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:1, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:2, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:3, Desert Myrmex Egg
iceandfire:myrmex_desert_egg:4, Desert Myrmex Egg
iceandfire:myrmex_jungle_egg:0, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:1, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:2, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:3, Jungle Myrmex Egg
iceandfire:myrmex_jungle_egg:4, Jungle Myrmex Egg
iceandfire:myrmex_desert_resin, Desert Myrmex Resin Chunk
iceandfire:myrmex_jungle_resin, Jungle Myrmex Resin Chunk
iceandfire:myrmex_desert_chitin, Desert Myrmex Chitin
iceandfire:myrmex_jungle_chitin, Jungle Myrmex Chitin
iceandfire:myrmex_stinger, Myrmex Stinger
iceandfire:myrmex_desert_sword, Desert Myrmex Chitin Sword
iceandfire:myrmex_desert_sword_venom, Desert Myrmex Stinger Sword
iceandfire:myrmex_desert_shovel, Desert Myrmex Chitin Shovel
iceandfire:myrmex_desert_pickaxe, Desert Myrmex Chitin Pickaxe
iceandfire:myrmex_desert_axe, Desert Myrmex Chitin Axe
iceandfire:myrmex_desert_hoe, Desert Myrmex Chitin Hoe
iceandfire:myrmex_jungle_sword, Jungle Myrmex Chitin Sword
iceandfire:myrmex_jungle_sword_venom, Jungle Myrmex Stinger Sword
iceandfire:myrmex_jungle_shovel, Jungle Myrmex Chitin Shovel
iceandfire:myrmex_jungle_pickaxe, Jungle Myrmex Chitin Pickaxe
iceandfire:myrmex_jungle_axe, Jungle Myrmex Chitin Axe
iceandfire:myrmex_jungle_hoe, Jungle Myrmex Chitin Hoe
iceandfire:myrmex_desert_staff, Desert Myrmex Staff
iceandfire:myrmex_jungle_staff, Jungle Myrmex Staff
iceandfire:myrmex_desert_helmet, Desert Myrmex Chitin Helmet
